date,product,product_original,unit_of_measurement,unit_of_measurement_original,min_crc,max_crc,mode_crc,avg_crc,min_dollars,max_dollars,mode_dollars,avg_dollars
2020-01-31,Mini Mixed Vegetables,Mini vegetales mixtos,Tray (500 g),Bandeja (500 g),800.0,850.0,800.0,816.67,1.3333333333333333,1.4166666666666667,1.3333333333333333,1.3611166666666665
2020-01-31,Fresh Blackberry,Mora fresca,Kilo,Kilo,1100.0,1200.0,1200.0,1180.0,1.8333333333333333,2.0,2.0,1.9666666666666666
2020-01-31,Chinese Mustard,Mostaza china,Unit,Unidad,300.0,350.0,350.0,336.36,0.5,0.5833333333333334,0.5833333333333334,0.5606
2020-01-31,Yam Root,Ñampí,Kilo,Kilo,800.0,900.0,800.0,825.0,1.3333333333333333,1.5,1.3333333333333333,1.375
2020-01-31,Sweet Orange,Naranja dulce,Unit,Unidad,50.0,70.0,60.0,62.14,0.08333333333333333,0.11666666666666667,0.1,0.10356666666666667
2020-01-31,Imported Washington Orange,Naranja Washington importada,Kilo,Kilo,1300.0,1500.0,1400.0,1400.0,2.1666666666666665,2.5,2.3333333333333335,2.3333333333333335
2020-01-31,Tangerine Lemon,Naranjilla,Kilo,Kilo,1300.0,1500.0,1400.0,1383.33,2.1666666666666665,2.5,2.3333333333333335,2.3055499999999998
2020-01-31,Nectarine,Nectarina,Kilo,Kilo,2000.0,2500.0,2200.0,2233.33,3.3333333333333335,4.166666666666667,3.6666666666666665,3.7222166666666667
2020-01-31,Oregano,Orégano,Roll of 5 rolls,Rollo de 5 rollitos,400.0,400.0,400.0,400.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666
2020-01-31,Hearth of Palm,Palmito,Kilo,Kilo,1200.0,1500.0,1500.0,1400.0,2.0,2.5,2.5,2.3333333333333335
2020-01-31,Yellow Potato,Papa amarilla,Mesh (45 kg),Malla (45 kg),35000.0,38000.0,37000.0,36714.29,58.333333333333336,63.333333333333336,61.666666666666664,61.19048333333333
2020-01-31,White Potato,Papa blanca,Mesh (45 kg),Malla (45 kg),33000.0,35000.0,35000.0,34500.0,55.0,58.333333333333336,58.333333333333336,57.5
2020-01-31,Small Potato,Papa semilla,Mesh (45 kg),Malla (45 kg),20000.0,22000.0,22000.0,21636.36,33.333333333333336,36.666666666666664,36.666666666666664,36.0606
2020-01-31,Medium Potato,Papa semillón,Mesh (45 kg),Malla (45 kg),22000.0,25000.0,23000.0,23200.0,36.666666666666664,41.666666666666664,38.333333333333336,38.666666666666664
2020-01-31,Creole Papaya,Papaya criolla,Kilo,Kilo,400.0,400.0,400.0,400.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666
2020-01-31,Hybrid Papaya,Papaya híbrida,Kilo,Kilo,300.0,400.0,400.0,366.67,0.5,0.6666666666666666,0.6666666666666666,0.6111166666666666
2020-01-31,Peach Palm Fruit,Pejibaye,Kilo,Kilo,1000.0,1500.0,1000.0,1175.0,1.6666666666666667,2.5,1.6666666666666667,1.9583333333333333
2020-01-31,Cucumber,Pepino,Kilo,Kilo,500.0,600.0,600.0,568.75,0.8333333333333334,1.0,1.0,0.9479166666666666
2020-01-31,Pear (from the United States),Pera de Estados Unidos,Box (80-100 units),Caja (80-100 und),24000.0,26000.0,25000.0,25000.0,40.0,43.333333333333336,41.666666666666664,41.666666666666664
2020-01-31,Parsley,Perejíl,Roll of 5 rolls,Rollo de 5 rollitos,400.0,400.0,400.0,400.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666
2020-01-31,Pineapple (Large),Piña - grande,Unit,Unidad,600.0,700.0,600.0,625.0,1.0,1.1666666666666667,1.0,1.0416666666666667
2020-01-31,Pineapple (Medium),Piña - mediana,Unit,Unidad,400.0,600.0,500.0,500.0,0.6666666666666666,1.0,0.8333333333333334,0.8333333333333334
2020-01-31,Pineapple (small),Piña - pequeña,Unit,Unidad,300.0,400.0,400.0,362.5,0.5,0.6666666666666666,0.6666666666666666,0.6041666666666666
2020-01-31,Peeled Jelly Nut,Pipa pelada,Unit,Unidad,170.0,180.0,180.0,176.25,0.2833333333333333,0.3,0.3,0.29375
2020-01-31,Ripe Plantain,Plátano maduro,Unit,Unidad,130.0,160.0,150.0,145.38,0.21666666666666667,0.26666666666666666,0.25,0.2423
2020-01-31,Green Plantain,Plátano verde,Unit,Unidad,130.0,160.0,150.0,145.71,0.21666666666666667,0.26666666666666666,0.25,0.24285
2020-01-31,Small Radish,Rabanito,Roll,Rollo,150.0,200.0,150.0,159.09,0.25,0.3333333333333333,0.25,0.26515
2020-01-31,Big Radish,Rábano grande,Roll,Rollo,200.0,200.0,200.0,200.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333
2020-01-31,Beet,Remolacha,Unit,Unidad,200.0,250.0,200.0,208.18,0.3333333333333333,0.4166666666666667,0.3333333333333333,0.3469666666666667
2020-01-31,Purple Cabbage,Repollo morado,Kilo,Kilo,500.0,600.0,500.0,520.0,0.8333333333333334,1.0,0.8333333333333334,0.8666666666666667
2020-01-31,Green Cabbage,Repollo verde,Kilo,Kilo,200.0,220.0,200.0,204.44,0.3333333333333333,0.36666666666666664,0.3333333333333333,0.34073333333333333
2020-01-31,Rosemary,Romero,Roll,Rollo,250.0,300.0,250.0,257.14,0.4166666666666667,0.5,0.4166666666666667,0.42856666666666665
2020-01-31,Field watermelon (Large),Sandía de campo - grande,Kilo,Kilo,350.0,400.0,350.0,368.75,0.5833333333333334,0.6666666666666666,0.5833333333333334,0.6145833333333334
2020-01-31,Field watermelon (Medium),Sandía de campo - mediana,Kilo,Kilo,200.0,300.0,250.0,247.0,0.3333333333333333,0.5,0.4166666666666667,0.4116666666666667
2020-01-31,Imported Watermelon (Large),Sandía importada - grande,Kilo,Kilo,400.0,400.0,400.0,400.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666
2020-01-31,Zucchini,Suquini,Unit,Unidad,350.0,450.0,400.0,395.0,0.5833333333333334,0.75,0.6666666666666666,0.6583333333333333
2020-01-31,Tacaco,Tacaco sazón,Kilo,Kilo,700.0,800.0,800.0,780.0,1.1666666666666667,1.3333333333333333,1.3333333333333333,1.3
2020-01-31,Tamarind,Tamarindo,Kilo,Kilo,1100.0,1200.0,1200.0,1180.0,1.8333333333333333,2.0,2.0,1.9666666666666666
2020-01-31,Taro,Tiquisque,Kilo,Kilo,600.0,700.0,700.0,655.56,1.0,1.1666666666666667,1.1666666666666667,1.0926
2020-01-31,Cherry Tomato,Tomate Cherry,Tray (500 g),Bandeja (500 g),800.0,850.0,800.0,816.67,1.3333333333333333,1.4166666666666667,1.3333333333333333,1.3611166666666665
2020-01-31,Tomato (Premium),Tomate primera,Plastic box (18 kg),Caja plástica (18 kg),24000.0,25000.0,24000.0,24300.0,40.0,41.666666666666664,40.0,40.5
2020-01-31,Tomato (Regular),Tomate segunda,Plastic box (18 kg),Caja plástica (18 kg),21000.0,23000.0,22000.0,22000.0,35.0,38.333333333333336,36.666666666666664,36.666666666666664
2020-01-31,Tomato (Small),Tomate tercera,Plastic box (18 kg),Caja plástica (18 kg),13000.0,15000.0,14000.0,14000.0,21.666666666666668,25.0,23.333333333333332,23.333333333333332
2020-01-31,Thyme,Tomillo,Roll of 5 rolls,Rollo de 5 rollitos,350.0,400.0,400.0,393.75,0.5833333333333334,0.6666666666666666,0.6666666666666666,0.65625
2020-01-31,Grapes (from Peru),Uva globo de Perú,Box (8.2 kg),Caja (8.2 kg),15000.0,17000.0,16000.0,16166.67,25.0,28.333333333333332,26.666666666666668,26.94445
2020-01-31,Green Grapes,Uva verde,Box (8.2 kg),Caja (8.2 kg),27000.0,29000.0,28000.0,28000.0,45.0,48.333333333333336,46.666666666666664,46.666666666666664
2020-01-31,Green Beans,Vainica,Kilo,Kilo,900.0,1100.0,1000.0,1000.0,1.5,1.8333333333333333,1.6666666666666667,1.6666666666666667
2020-01-31,Yucca / Casava,Yuca parafinada,Kilo,Kilo,250.0,300.0,300.0,277.27,0.4166666666666667,0.5,0.5,0.4621166666666666
2020-01-31,Mini Carrot,Zanahoria mini,Tray (500 g),Bandeja (500 g),800.0,850.0,850.0,833.33,1.3333333333333333,1.4166666666666667,1.4166666666666667,1.3888833333333335
2020-01-31,Carrot (Premium),Zanahoria primera,Mesh (45 kg),Malla (45 kg),8000.0,9000.0,8000.0,8181.82,13.333333333333334,15.0,13.333333333333334,13.636366666666666
2020-01-31,Carrot (Regular),Zanahoria segunda,Mesh (45 kg),Malla (45 kg),4000.0,5000.0,4000.0,4125.0,6.666666666666667,8.333333333333334,6.666666666666667,6.875
2020-01-31,Pumpkin,Zapallo,Unit,Unidad,350.0,400.0,400.0,390.0,0.5833333333333334,0.6666666666666666,0.6666666666666666,0.65
2020-01-31,Zucchini Baby,Zucchini baby,Tray (500 g),Bandeja (500 g),850.0,1000.0,1000.0,950.0,1.4166666666666667,1.6666666666666667,1.6666666666666667,1.5833333333333333
2020-02-04,Green celery,Apio verde (mata),Plant,Mata,900.0,1000.0,900.0,942.86,1.5,1.6666666666666667,1.5,1.5714333333333335
2020-02-04,Kabocha Squash / Pumpkin,Ayote sazón,Kilo,Kilo,200.0,250.0,200.0,218.18,0.3333333333333333,0.4166666666666667,0.3333333333333333,0.36363333333333336
2020-02-04,Banana (Export),Banano de exportación,Box,Caja,5500.0,6000.0,6000.0,5875.0,9.166666666666666,10.0,10.0,9.791666666666666
2020-02-04,Creole Ripe Banana,Banano maduro criollo,Unit,Unidad,30.0,30.0,30.0,30.0,0.05,0.05,0.05,0.05
2020-02-04,Ripe Banana (Export Rejection),Banano maduro rechazo de exportación,Box,Caja,2300.0,2400.0,2400.0,2380.0,3.8333333333333335,4.0,4.0,3.966666666666667
2020-02-04,Green Banana (Export Rejection),Banano verde rechazo de exportación,Box,Caja,2300.0,2400.0,2400.0,2380.0,3.8333333333333335,4.0,4.0,3.966666666666667
2020-02-04,Broccoli,Brócoli,Kilo,Kilo,1700.0,1800.0,1700.0,1725.0,2.8333333333333335,3.0,2.8333333333333335,2.875
2020-02-04,Sweet Potato,Camote,Kilo,Kilo,400.0,500.0,400.0,430.77,0.6666666666666666,0.8333333333333334,0.6666666666666666,0.71795
2020-02-04,Yellow Dried Onion (Big Package),Cebolla seca amarilla burra,Kilo,Kilo,450.0,450.0,450.0,450.0,0.75,0.75,0.75,0.75
2020-02-04,Yellow Dried Onion (Single),Cebolla seca amarilla suelta,Kilo,Kilo,450.0,450.0,450.0,450.0,0.75,0.75,0.75,0.75
2020-02-04,Yellow Braid Dried Onion,Cebolla seca amarilla trenza,Kilo,Kilo,450.0,450.0,450.0,450.0,0.75,0.75,0.75,0.75
2020-02-04,Purple Dried Onion,Cebolla seca morada ,Kilo,Kilo,1000.0,1100.0,1000.0,1020.0,1.6666666666666667,1.8333333333333333,1.6666666666666667,1.7
2020-02-04,Creole Tender Chayote,Chayote tierno criollo,Java,Java,18000.0,23000.0,22000.0,20714.29,30.0,38.333333333333336,36.666666666666664,34.52381666666667
2020-02-04,Quelite Tender Chayote,Chayote tierno quelite,Java,Java,8000.0,10000.0,8000.0,8857.14,13.333333333333334,16.666666666666668,13.333333333333334,14.761899999999999
2020-02-04,Cauliflower,Coliflor,Unit,Unidad,700.0,800.0,700.0,720.0,1.1666666666666667,1.3333333333333333,1.1666666666666667,1.2
2020-02-04,Coriander,Culantro castilla,Roll of 10 rolls,Rollo de 10 rollitos,700.0,800.0,700.0,742.86,1.1666666666666667,1.3333333333333333,1.1666666666666667,1.2381
2020-02-04,Elote Corn,Elote,Unit,Unidad,100.0,120.0,120.0,113.33,0.16666666666666666,0.2,0.2,0.18888333333333332
2020-02-04,Ginger,Jenjibre,Kilo,Kilo,700.0,1000.0,1000.0,872.73,1.1666666666666667,1.6666666666666667,1.6666666666666667,1.45455
2020-02-04,American Lettuce,Lechuga Americana,Unit,Unidad,200.0,200.0,200.0,200.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333
2020-02-04,Lime Mandarin (Lemon),Limón mandarina,Unit,Unidad,40.0,60.0,50.0,49.29,0.06666666666666667,0.1,0.08333333333333333,0.08215
2020-02-04,Lime,Limón mesino,Unit,Unidad,140.0,170.0,150.0,151.43,0.23333333333333334,0.2833333333333333,0.25,0.25238333333333335
2020-02-04,Tangerine (Premium),Mandarina primera,Unit,Unidad,140.0,170.0,150.0,151.0,0.23333333333333334,0.2833333333333333,0.25,0.25166666666666665
2020-02-04,Tangerine (Regular),Mandarina segunda,Unit,Unidad,80.0,120.0,100.0,103.64,0.13333333333333333,0.2,0.16666666666666666,0.17273333333333332
2020-02-04,Large Cavallini Manga (Mango),Manga grande Cavallini,Plastic box (17.5 kg),Caja plástica (17.5 kg),7000.0,10000.0,8000.0,8166.67,11.666666666666666,16.666666666666668,13.333333333333334,13.611116666666668
2020-02-04,Haden Big Manga (Mango),Manga grande Haden,Plastic box (17.5 kg),Caja plástica (17.5 kg),4000.0,5000.0,5000.0,4833.33,6.666666666666667,8.333333333333334,8.333333333333334,8.05555
2020-02-04,Large Keitt Manga (Mango),Manga grande Keitt,Plastic box (17.5 kg),Caja plástica (17.5 kg),6000.0,8000.0,7000.0,7000.0,10.0,13.333333333333334,11.666666666666666,11.666666666666666
2020-02-04,Tommy Large Manga (Mango),Manga grande Tommy,Plastic box (17.5 kg),Caja plástica (17.5 kg),7000.0,10000.0,8000.0,8000.0,11.666666666666666,16.666666666666668,13.333333333333334,13.333333333333334
2020-02-04,Irwin Small Manga (Mango),Manga pequeña Irwin,Plastic box (17.5 kg),Caja plástica (17.5 kg),5000.0,8000.0,7000.0,6857.14,8.333333333333334,13.333333333333334,11.666666666666666,11.428566666666667
2020-02-04,Blackberry Small Manga (Mango),Manga pequeña Mora,Plastic box (17.5 kg),Caja plástica (17.5 kg),7000.0,10000.0,8000.0,8000.0,11.666666666666666,16.666666666666668,13.333333333333334,13.333333333333334
2020-02-04,Cantaloupe Melon,Melón Cantaloupe,Kilo,Kilo,350.0,450.0,400.0,400.0,0.5833333333333334,0.75,0.6666666666666666,0.6666666666666666
2020-02-04,Caribbean Melon (Export Rejection),Melón Caribbean rechazo de exportación,Kilo,Kilo,200.0,250.0,200.0,211.11,0.3333333333333333,0.4166666666666667,0.3333333333333333,0.35185
2020-02-04,Yam Root,Ñampí,Kilo,Kilo,700.0,900.0,800.0,800.0,1.1666666666666667,1.5,1.3333333333333333,1.3333333333333333
2020-02-04,Sweet Orange,Naranja dulce,Unit,Unidad,50.0,70.0,60.0,60.0,0.08333333333333333,0.11666666666666667,0.1,0.1
2020-02-04,Yellow Potato,Papa amarilla,Mesh (45 kg),Malla (45 kg),34000.0,35000.0,35000.0,34857.14,56.666666666666664,58.333333333333336,58.333333333333336,58.09523333333333
2020-02-04,White Potato,Papa blanca,Mesh (45 kg),Malla (45 kg),32000.0,33000.0,33000.0,32750.0,53.333333333333336,55.0,55.0,54.583333333333336
2020-02-04,Hybrid Papaya,Papaya híbrida,Kilo,Kilo,350.0,450.0,400.0,400.0,0.5833333333333334,0.75,0.6666666666666666,0.6666666666666666
2020-02-04,Peach Palm Fruit,Pejibaye,Kilo,Kilo,800.0,1300.0,1200.0,1140.0,1.3333333333333333,2.1666666666666665,2.0,1.9
2020-02-04,Cucumber,Pepino,Kilo,Kilo,500.0,600.0,500.0,525.0,0.8333333333333334,1.0,0.8333333333333334,0.875
2020-02-04,Pineapple (Large),Piña - grande,Unit,Unidad,600.0,700.0,700.0,683.33,1.0,1.1666666666666667,1.1666666666666667,1.1388833333333335
2020-02-04,Pineapple (Medium),Piña - mediana,Unit,Unidad,500.0,600.0,500.0,516.67,0.8333333333333334,1.0,0.8333333333333334,0.8611166666666666
2020-02-04,Pineapple (small),Piña - pequeña,Unit,Unidad,300.0,400.0,400.0,387.5,0.5,0.6666666666666666,0.6666666666666666,0.6458333333333334
2020-02-04,Ripe Plantain,Plátano maduro,Unit,Unidad,140.0,160.0,150.0,148.89,0.23333333333333334,0.26666666666666666,0.25,0.24814999999999998
2020-02-04,Green Plantain,Plátano verde,Unit,Unidad,140.0,160.0,150.0,150.0,0.23333333333333334,0.26666666666666666,0.25,0.25
2020-02-04,Beet,Remolacha,Unit,Unidad,200.0,250.0,200.0,208.33,0.3333333333333333,0.4166666666666667,0.3333333333333333,0.3472166666666667
2020-02-04,Purple Cabbage,Repollo morado,Kilo,Kilo,600.0,700.0,600.0,616.67,1.0,1.1666666666666667,1.0,1.0277833333333333
2020-02-04,Green Cabbage,Repollo verde,Kilo,Kilo,200.0,220.0,200.0,203.33,0.3333333333333333,0.36666666666666664,0.3333333333333333,0.33888333333333337
2020-02-04,Field watermelon (Large),Sandía de campo - grande,Kilo,Kilo,300.0,400.0,350.0,350.0,0.5,0.6666666666666666,0.5833333333333334,0.5833333333333334
2020-02-04,Field watermelon (Medium),Sandía de campo - mediana,Kilo,Kilo,200.0,250.0,200.0,208.33,0.3333333333333333,0.4166666666666667,0.3333333333333333,0.3472166666666667
2020-02-04,Taro,Tiquisque,Kilo,Kilo,600.0,800.0,700.0,686.36,1.0,1.3333333333333333,1.1666666666666667,1.1439333333333332
2020-02-04,Tomato (Premium),Tomate primera,Plastic box (18 kg),Caja plástica (18 kg),17000.0,18000.0,18000.0,17875.0,28.333333333333332,30.0,30.0,29.791666666666668
2020-02-04,Tomato (Regular),Tomate segunda,Plastic box (18 kg),Caja plástica (18 kg),15000.0,16000.0,16000.0,15750.0,25.0,26.666666666666668,26.666666666666668,26.25
2020-02-04,Tomato (Small),Tomate tercera,Plastic box (18 kg),Caja plástica (18 kg),9000.0,12000.0,10000.0,10125.0,15.0,20.0,16.666666666666668,16.875
2020-02-04,Green Beans,Vainica,Kilo,Kilo,500.0,700.0,600.0,581.82,0.8333333333333334,1.1666666666666667,1.0,0.9697000000000001
2020-02-04,Yucca / Casava,Yuca parafinada,Kilo,Kilo,250.0,300.0,250.0,262.31,0.4166666666666667,0.5,0.4166666666666667,0.4371833333333333
2020-02-04,Carrot (Premium),Zanahoria primera,Mesh (45 kg),Malla (45 kg),8000.0,9000.0,8000.0,8285.71,13.333333333333334,15.0,13.333333333333334,13.809516666666665
2020-02-06,Garlic (from China),Ajo de China,Box (10 kg),Caja (10 kg),14000.0,15000.0,15000.0,14611.11,23.333333333333332,25.0,25.0,24.351850000000002
2020-02-06,Green celery,Apio verde (mata),Plant,Mata,700.0,1000.0,800.0,808.33,1.1666666666666667,1.6666666666666667,1.3333333333333333,1.3472166666666667
2020-02-06,Kabocha Squash / Pumpkin,Ayote sazón,Kilo,Kilo,200.0,250.0,250.0,237.5,0.3333333333333333,0.4166666666666667,0.4166666666666667,0.3958333333333333
2020-02-06,Banana (Export),Banano de exportación,Box,Caja,6000.0,6000.0,6000.0,6000.0,10.0,10.0,10.0,10.0
2020-02-06,Creole Ripe Banana,Banano maduro criollo,Unit,Unidad,25.0,30.0,30.0,28.75,0.041666666666666664,0.05,0.05,0.04791666666666667
2020-02-06,Ripe Banana (Export Rejection),Banano maduro rechazo de exportación,Box,Caja,2300.0,2500.0,2400.0,2383.33,3.8333333333333335,4.166666666666667,4.0,3.9722166666666667
2020-02-06,Green Banana (Export Rejection),Banano verde rechazo de exportación,Box,Caja,2300.0,2500.0,2400.0,2383.33,3.8333333333333335,4.166666666666667,4.0,3.9722166666666667
2020-02-06,Broccoli,Brócoli,Kilo,Kilo,1200.0,1500.0,1500.0,1400.0,2.0,2.5,2.5,2.3333333333333335
2020-02-06,Sweet Potato,Camote,Kilo,Kilo,350.0,450.0,400.0,405.0,0.5833333333333334,0.75,0.6666666666666666,0.675
2020-02-06,Yellow Dried Onion (Big Package),Cebolla seca amarilla burra,Kilo,Kilo,500.0,550.0,500.0,515.0,0.8333333333333334,0.9166666666666666,0.8333333333333334,0.8583333333333333
2020-02-06,Yellow Dried Onion (Single),Cebolla seca amarilla suelta,Kilo,Kilo,450.0,500.0,500.0,480.0,0.75,0.8333333333333334,0.8333333333333334,0.8
2020-02-06,Yellow Braid Dried Onion,Cebolla seca amarilla trenza,Kilo,Kilo,450.0,500.0,500.0,481.82,0.75,0.8333333333333334,0.8333333333333334,0.8030333333333334
2020-02-06,Purple Dried Onion,Cebolla seca morada ,Kilo,Kilo,900.0,1200.0,1000.0,1020.0,1.5,2.0,1.6666666666666667,1.7
2020-02-06,Creole Tender Chayote,Chayote tierno criollo,Java,Java,22000.0,25000.0,24000.0,23818.18,36.666666666666664,41.666666666666664,40.0,39.69696666666667
2020-02-06,Quelite Tender Chayote,Chayote tierno quelite,Java,Java,8000.0,10000.0,10000.0,9500.0,13.333333333333334,16.666666666666668,16.666666666666668,15.833333333333334
2020-02-06,Cauliflower,Coliflor,Unit,Unidad,600.0,700.0,700.0,653.33,1.0,1.1666666666666667,1.1666666666666667,1.0888833333333334
2020-02-06,Coriander,Culantro castilla,Roll of 10 rolls,Rollo de 10 rollitos,700.0,800.0,800.0,780.0,1.1666666666666667,1.3333333333333333,1.3333333333333333,1.3
2020-02-06,Elote Corn,Elote,Unit,Unidad,150.0,150.0,150.0,150.0,0.25,0.25,0.25,0.25
2020-02-06,Ginger,Jenjibre,Kilo,Kilo,700.0,1000.0,800.0,811.11,1.1666666666666667,1.6666666666666667,1.3333333333333333,1.35185
2020-02-06,American Lettuce,Lechuga Americana,Unit,Unidad,200.0,250.0,200.0,210.91,0.3333333333333333,0.4166666666666667,0.3333333333333333,0.35151666666666664
2020-02-06,Lime Mandarin (Lemon),Limón mandarina,Unit,Unidad,40.0,50.0,50.0,48.0,0.06666666666666667,0.08333333333333333,0.08333333333333333,0.08
2020-02-06,Lime,Limón mesino,Unit,Unidad,150.0,180.0,180.0,175.0,0.25,0.3,0.3,0.2916666666666667
2020-02-06,Tangerine (Premium),Mandarina primera,Unit,Unidad,180.0,220.0,220.0,210.0,0.3,0.36666666666666664,0.36666666666666664,0.35
2020-02-06,Tangerine (Regular),Mandarina segunda,Unit,Unidad,100.0,120.0,100.0,107.5,0.16666666666666666,0.2,0.16666666666666666,0.17916666666666667
2020-02-06,Large Cavallini Manga (Mango),Manga grande Cavallini,Plastic box (17.5 kg),Caja plástica (17.5 kg),9000.0,11000.0,10000.0,10000.0,15.0,18.333333333333332,16.666666666666668,16.666666666666668
2020-02-06,Haden Big Manga (Mango),Manga grande Haden,Plastic box (17.5 kg),Caja plástica (17.5 kg),5000.0,7000.0,6000.0,6111.11,8.333333333333334,11.666666666666666,10.0,10.185183333333333
2020-02-06,Tommy Large Manga (Mango),Manga grande Tommy,Plastic box (17.5 kg),Caja plástica (17.5 kg),9000.0,10000.0,10000.0,9750.0,15.0,16.666666666666668,16.666666666666668,16.25
2020-02-06,Irwin Small Manga (Mango),Manga pequeña Irwin,Plastic box (17.5 kg),Caja plástica (17.5 kg),6000.0,7000.0,7000.0,6833.33,10.0,11.666666666666666,11.666666666666666,11.388883333333332
2020-02-06,Blackberry Small Manga (Mango),Manga pequeña Mora,Plastic box (17.5 kg),Caja plástica (17.5 kg),9000.0,10000.0,10000.0,9875.0,15.0,16.666666666666668,16.666666666666668,16.458333333333332
2020-02-06,Cantaloupe Melon,Melón Cantaloupe,Kilo,Kilo,600.0,650.0,600.0,614.29,1.0,1.0833333333333333,1.0,1.0238166666666666
2020-02-06,Caribbean Melon (Export Rejection),Melón Caribbean rechazo de exportación,Kilo,Kilo,150.0,200.0,200.0,190.0,0.25,0.3333333333333333,0.3333333333333333,0.31666666666666665
2020-02-06,Yam Root,Ñampí,Kilo,Kilo,700.0,800.0,800.0,777.78,1.1666666666666667,1.3333333333333333,1.3333333333333333,1.2963
2020-02-06,Sweet Orange,Naranja dulce,Unit,Unidad,60.0,70.0,70.0,65.45,0.1,0.11666666666666667,0.11666666666666667,0.10908333333333334
2020-02-06,Yellow Potato,Papa amarilla,Mesh (45 kg),Malla (45 kg),42000.0,45000.0,45000.0,44250.0,70.0,75.0,75.0,73.75
2020-02-06,White Potato,Papa blanca,Mesh (45 kg),Malla (45 kg),40000.0,45000.0,43000.0,42533.33,66.66666666666667,75.0,71.66666666666667,70.88888333333334
2020-02-06,Creole Papaya,Papaya criolla,Kilo,Kilo,500.0,550.0,550.0,540.0,0.8333333333333334,0.9166666666666666,0.9166666666666666,0.9
2020-02-06,Hybrid Papaya,Papaya híbrida,Kilo,Kilo,450.0,550.0,550.0,525.0,0.75,0.9166666666666666,0.9166666666666666,0.875
2020-02-06,Peach Palm Fruit,Pejibaye,Kilo,Kilo,1200.0,1500.0,1500.0,1357.14,2.0,2.5,2.5,2.2619000000000002
2020-02-06,Cucumber,Pepino,Kilo,Kilo,400.0,500.0,500.0,480.0,0.6666666666666666,0.8333333333333334,0.8333333333333334,0.8
2020-02-06,Pineapple (Large),Piña - grande,Unit,Unidad,700.0,800.0,700.0,745.0,1.1666666666666667,1.3333333333333333,1.1666666666666667,1.2416666666666667
2020-02-06,Pineapple (Medium),Piña - mediana,Unit,Unidad,500.0,600.0,600.0,580.0,0.8333333333333334,1.0,1.0,0.9666666666666667
2020-02-06,Pineapple (small),Piña - pequeña,Unit,Unidad,400.0,500.0,400.0,438.89,0.6666666666666666,0.8333333333333334,0.6666666666666666,0.7314833333333333
2020-02-06,Ripe Plantain,Plátano maduro,Unit,Unidad,150.0,160.0,160.0,158.57,0.25,0.26666666666666666,0.26666666666666666,0.2642833333333333
2020-02-06,Green Plantain,Plátano verde,Unit,Unidad,150.0,160.0,160.0,158.57,0.25,0.26666666666666666,0.26666666666666666,0.2642833333333333
2020-02-06,Beet,Remolacha,Unit,Unidad,200.0,250.0,200.0,214.29,0.3333333333333333,0.4166666666666667,0.3333333333333333,0.35714999999999997
2020-02-06,Purple Cabbage,Repollo morado,Kilo,Kilo,500.0,700.0,600.0,594.12,0.8333333333333334,1.1666666666666667,1.0,0.9902
2020-02-06,Green Cabbage,Repollo verde,Kilo,Kilo,180.0,250.0,200.0,209.47,0.3,0.4166666666666667,0.3333333333333333,0.3491166666666667
2020-02-06,Field watermelon (Large),Sandía de campo - grande,Kilo,Kilo,400.0,450.0,450.0,437.5,0.6666666666666666,0.75,0.75,0.7291666666666666
2020-02-06,Field watermelon (Medium),Sandía de campo - mediana,Kilo,Kilo,200.0,300.0,250.0,259.09,0.3333333333333333,0.5,0.4166666666666667,0.4318166666666666
2020-02-06,Taro,Tiquisque,Kilo,Kilo,500.0,700.0,600.0,590.91,0.8333333333333334,1.1666666666666667,1.0,0.9848499999999999
2020-02-06,Tomato (Premium),Tomate primera,Plastic box (18 kg),Caja plástica (18 kg),17000.0,18000.0,18000.0,17700.0,28.333333333333332,30.0,30.0,29.5
2020-02-06,Tomato (Regular),Tomate segunda,Plastic box (18 kg),Caja plástica (18 kg),14000.0,16000.0,15000.0,15000.0,23.333333333333332,26.666666666666668,25.0,25.0
2020-02-06,Tomato (Small),Tomate tercera,Plastic box (18 kg),Caja plástica (18 kg),9000.0,10000.0,9000.0,9250.0,15.0,16.666666666666668,15.0,15.416666666666666
2020-02-06,Green Beans,Vainica,Kilo,Kilo,600.0,700.0,700.0,677.78,1.0,1.1666666666666667,1.1666666666666667,1.1296333333333333
2020-02-06,Yucca / Casava,Yuca parafinada,Kilo,Kilo,250.0,300.0,300.0,286.36,0.4166666666666667,0.5,0.5,0.4772666666666667
2020-02-06,Carrot (Premium),Zanahoria primera,Mesh (45 kg),Malla (45 kg),6000.0,8000.0,8000.0,7454.55,10.0,13.333333333333334,13.333333333333334,12.42425
2020-02-11,Garlic (from China),Ajo de China,Box (10 kg),Caja (10 kg),14000.0,16000.0,15000.0,14888.89,23.333333333333332,26.666666666666668,25.0,24.814816666666665
2020-02-11,Green celery,Apio verde (mata),Plant,Mata,900.0,1000.0,1000.0,985.71,1.5,1.6666666666666667,1.6666666666666667,1.6428500000000001
